Product Name,Price,Type,desc,text,go
"
            SAMSUNG -
            55 QLED TV","
                                         13/08/2019","
			                        
			                    	Save R1000.00","
			                        
			                    	Save R1000.00","
                                         13/08/2019","
Quantum HDR 4XBluetoothHDMI x 4USB x 22 year warranty
"
